url_path,views_total,views_unique
/DrumScript/DrumScript,360,172
/DrumScript/DrumScript/issues,56,14
/DrumScript/DrumScript/issues/new,35,3
/DrumScript/DrumScript/tree/main/drumscript,15,9
/DrumScript/DrumScript/releases/tag/v0.2.1,14,13
/DrumScript/DrumScript/branches/all,13,1
/DrumScript/DrumScript/pulls,12,6
/DrumScript/DrumScript/actions,12,4
/DrumScript/DrumScript/issues/templates/edit,12,2
/DrumScript/DrumScript/pull/313,10,3
