url_path,views_total,views_unique
/DrumScript/DrumScript,469,209
/DrumScript/DrumScript/issues,45,15
/DrumScript/DrumScript/actions,37,6
/DrumScript/DrumScript/issues/new,29,3
/DrumScript/DrumScript/pull/286,29,2
/DrumScript/DrumScript/pulls,21,7
/DrumScript/DrumScript/actions/runs/32509446641,21,2
/DrumScript/DrumScript/releases/tag/v0.2.1,18,11
/DrumScript/DrumScript/releases,16,3
/DrumScript/DrumScript/tree/main/drumscript,14,11
