url_path,views_total,views_unique
/DrumScript/DrumScript,150,59
/DrumScript/DrumScript/pulls,29,3
/DrumScript/DrumScript/actions,26,3
/DrumScript/DrumScript/pull/290,15,3
/DrumScript/DrumScript/tree/main,10,5
/DrumScript/DrumScript/blob/github-repo-stats/DrumScript/DrumScript/latest-report/report.pdf,10,4
/DrumScript/DrumScript/issues,9,3
/DrumScript/DrumScript/actions/runs/30399044541,9,2
/DrumScript/DrumScript/actions/workflows/repo-stats.yml,8,3
/DrumScript/DrumScript/tree/release/0.2.0,8,2
