url_path,views_total,views_unique
/DrumScript/DrumScript,431,222
/DrumScript/DrumScript/issues,52,19
/DrumScript/DrumScript/issues/new,40,2
/DrumScript/DrumScript/releases/tag/v0.2.1,18,15
/DrumScript/DrumScript/tree/main/drumscript,18,13
/DrumScript/DrumScript/branches/all,13,1
/DrumScript/DrumScript/pulls,11,7
/DrumScript/DrumScript/actions,11,5
/DrumScript/DrumScript/blob/github-repo-stats/DrumScript/DrumScript/latest-report/report.pdf,10,7
/DrumScript/DrumScript/issues/templates/edit,10,1
