url_path,views_total,views_unique
/DrumScript/DrumScript,117,58
/DrumScript/DrumScript/pulls,25,1
/DrumScript/DrumScript/issues,10,3
/DrumScript/DrumScript/actions,10,2
/DrumScript/DrumScript/tree/main,8,5
/DrumScript/DrumScript/tree/release/0.2.0,7,2
/DrumScript/DrumScript/releases,5,4
/DrumScript/DrumScript/tree/main/drumscript,4,4
/DrumScript/DrumScript/blob/github-repo-stats/DrumScript/DrumScript/latest-report/report.pdf,4,3
/DrumScript/DrumScript/issues/295,4,2
