url_path,views_total,views_unique
/DrumScript/DrumScript,263,111
/DrumScript/DrumScript/actions,31,6
/DrumScript/DrumScript/pull/286,29,2
/DrumScript/DrumScript/issues,21,7
/DrumScript/DrumScript/releases,14,5
/DrumScript/DrumScript/pulls,13,3
/DrumScript/DrumScript/tree/release/0.2.0,11,3
/DrumScript/DrumScript/releases/tag/v0.1.6,10,9
/DrumScript/DrumScript/issues/new,10,3
/DrumScript/DrumScript/releases/tag/v0.2.0,10,1
