url_path,views_total,views_unique
/DrumScript/DrumScript,155,55
/DrumScript/DrumScript/actions,28,3
/DrumScript/DrumScript/pulls,28,3
/DrumScript/DrumScript/pull/290,15,3
/DrumScript/DrumScript/tree/main,9,5
/DrumScript/DrumScript/blob/github-repo-stats/DrumScript/DrumScript/latest-report/report.pdf,9,4
/DrumScript/DrumScript/actions/runs/30399044541,9,2
/DrumScript/DrumScript/actions/workflows/repo-stats.yml,8,3
/DrumScript/DrumScript/issues,8,3
/DrumScript/DrumScript/tree/gh-pages,7,2
