url_path,views_total,views_unique
/DrumScript/DrumScript,221,102
/DrumScript/DrumScript/pull/286,25,1
/DrumScript/DrumScript/actions,22,5
/DrumScript/DrumScript/issues,18,7
/DrumScript/DrumScript/tree/release/0.2.0,12,3
/DrumScript/DrumScript/pulls,10,3
/DrumScript/DrumScript/releases/tag/v0.1.6,9,8
/DrumScript/DrumScript/releases,8,4
/DrumScript/DrumScript/tree/main/drumscript,7,7
/DrumScript/DrumScript/actions/runs/32256167496,7,2
